OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
67712,CASEYS #3810,"I-29, EXIT 132 & US-14",Volga,SD,530,3.279
67715,HUTCH'S #109,"I-40, EXIT 38",Elk City                                ,OK,483,2.969
67716,HWY 19 SCALE,"SR-19/I-35, EXIT 66",Gaylord                                 ,MN,425,3.46566666
67718,SUNSTOP #622,SR-52 & SR-167,Hartford,AL,715,3.599
67720,REFUEL #1046,"I-20, EXIT 116 & US-15",Bishopville,SC,42,3.309
67721,J AND D COUNTRYSIDE MARTHON,SR-76 & SR-173,Poplar Grove                            ,IL,520,3.499
67723,JET FOOD STORE #80,US-221/SR-135 & SR-206,Douglas                                 ,GA,10,3.45733333
67724,LOVES TRAVEL STOP #458,"I-44, EXIT 88",Strafford,MO,416,3.37233333
67726,SPEEDWAY #7909,"US-264, EXIT 73",Greenville,NC,205,3.13233333
67727,SPEEDWAY #7907,US-264 & SR-33,Greenville,NC,205,2.944
67728,SPEEDWAY #7905,SR-43 & SR-118,Vanceboro,NC,205,3.37566666
67729,SPEEDWAY #6981,US-301 BYP,Rocky Mount,NC,177,3.43233333
67732,Quik Pik,US-275 & SR-9,West Point,NE,470,3.21566666
67734,TROTTER TRUCK PLAZA,ST 11,Ord,NE,330,3.299
67735,Fast Fuel,US-81/SR-3,Kingfisher,OK,483,3.19066666
67736,SPEEDWAY #9855,I-10 EXIT 49,Fabens,TX,640,3.23566666
67738,SUPER JACK TRUCK STOP,US-84,Brookhaven,MS,620,3.11566666
67739,STRIPES #40819,SR-359,Orange Grove,TX,625,3.06566666
67742,STRIPES 7FLEET #42514,"I-20, EXIT 138",Midland,TX,710,3.459
67743,STRIPES 7FLEET #42506,US-380 & US-277,Haskell,TX,575,3.539
67744,STRIPES #40715,SR-107,La Villa,TX,639,3.169
67745,STRIPES #40628,"I-2, EXIT 134 & US-83",Mission,TX,639,3.259
67746,STRIPES #40598,I-2/US-83,Mission,TX,639,2.869
67747,STRIPES 7FLEET #42424,US-87/US-190,Brady,TX,740,3.599
67748,STRIPES 7FLEET #42428,"I-20 EXIT, 115",Odessa,TX,710,3.069
67749,STRIPES 7FLEET #42436,I-20 EXIT 134,Midland,TX,612,3.06566666
67750,STRIPES #40729,FM-511 & FM-802,Brownsville,TX,598,2.999
67753,STRIPES #40892,SR-359 & SR-16,Hebbronville,TX,625,3.28566666
67754,Refuel #185,US-220,Stokesdale,NC,65,3.699
67755,BLUE WATER #12,"I-526, EXIT 23",Charleston,SC,42,3.23233333
67757,KEITH'S SUPERSTORE,"I-59, I-20, EXIT 160",Meridian,MS,705,3.049
67758,CLARKS PUMP N SHOP #47,SR-10/SR-9,Vanceburg,KY,312,3.599
67762,CEFCO #2008,US-83/US-62 & US-287,Childress,TX,770,2.91566666
67763,SHELL,US-72,Mount Pleasant,MS,435,3.399
67764,NINNEKAH TRUCK STOP,US-277/US-81 & SR-19,Ninnekah,OK,483,3.229
67766,STOP IN Food Store #8143,US-221/US-460 & SR-607,Montvale,VA,185,3.36566666
67768,SHELL,US-60 & SR-657,Lewisport,KY,487,3.499
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.00823444
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.01562153
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.01621367
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.00734981
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,4.00646558
67769,PETRO-CANADA,HWY 1,Whitehorse,YT,503,3.92582703
67771,DUCK THRU FOOD STORE #26,"I-95, EXIT 154 & SR-308 & SR-11/SR-42",Lewiston Woodville                      ,NC,177,3.399
67772,STEVES SHELL,"I-55, EXIT 42",Brookhaven                              ,MS,620,3.199
67774,7-ELEVEN #39329,I-278/US-1,Linden,NJ,79,3.37566666
67777,CIRCLE K #2721270,"I-95, EXIT 358B, SR-105",Jacksonville,FL,75,3.34233333
67779,REATA PETROLEUM,I-76 & BARLOW RD,Fort Morgan                             ,CO,800,3.439
67782,SAMS MART #45,"I-40, EXIT 24 & SR-209",Waynesville,NC,405,3.599
67783,RUTTERS #4,US-30 & SR-1016/2011,Wrightsville                            ,PA,70,3.989
67784,HAVANA CONVENIENCE,US-136,Havana                                  ,IL,368,3.799
67787,PWI #109,"I-20, EXIT 126",Midland,TX,710,2.999
67789,BEAR RIVER VALLEY CO OP,SR-13/SR-83,Corinne                                 ,UT,835,3.419
67791,KINGSPORT TRUCK STOP,"I-81, EXIT 63",Kingsport,TN,405,3.899
67792,CUBBYS #113,US-20/US-275,Oneill                                  ,NE,470,3.22566666
67793,PILOT TRAVEL CENTER #131,"I-35, EXIT 34",Osceola                                 ,IA,320,3.459
67793,PILOT TRAVEL CENTERS #131,"I-35, EXIT 34",Osceola                                 ,IA,320,3.439
67794,ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,318,3.299
67794,ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,318,3.399
67794,ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,318,3.409
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.219
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.239
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.399
67795,ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,520,3.339
67797,CHEVRON,US-71 & SR-179,Coushatta                               ,LA,745,3.15566666
67798,SUNSTOP #631,SR-231/SR-53 & SR-123,Ozark,AL,20,3.599
67801,SUNOCO,"I-275, EXIT 42/SR-747",Cincinnati                              ,OH,407,3.099
67804,SUNSTOP #616,US-84/SR-134 & CR-1,Daleville,AL,20,3.399
67806,84 QUICK STOP,I-84,Brookhaven                              ,MS,620,3.149
67811,QUICK FUEL #5301,SR-360,Grand Prairie,TX,637,3.024
67813,LEROY TRUCK PLAZA,"I-74, EXIT 149",Le Roy,IL,280,3.479
67815,LOVES TRAVEL STOP #254,"I-70, EXIT 59 & SR-39",Mooresville,IN,375,3.929
67818,LOVES TRAVEL STOP #457,"I-30/US-67/US-70, EXIT 128",Little Rock,AR,695,3.24233333
67819,BREW #31,US-71/US-18,Spencer,IA,440,3.46566666
67820,CIRCLE K #2723487,US-17 & SR-211,Supply,NC,245,3.289
67821,FAS MART #5261,SR-9 & SR-57,Tollesboro,KY,410,3.35233333
67822,SPINX #178 (DISCOUNT AVAILABLE),"I-385, EXIT 42 & I-85, EXIT 51B & US-25",Travelers Rest,SC,210,3.19233333
67823,FLASH MARKET #17032,"I-555/US-63, EXIT 29 & SR-69",Trumann,AR,435,3.40733333
67824,CIRCLE K #2723641,US-231/SR-87/SR-10/SR-53 & CR-21,Troy,AL,720,3.799
67826,VALLEN MART,US-14,Volga,SD,566,3.319
67827,GAS N GO,US-280/SR-27 & SR-520,Richland                                ,GA,10,3.199
67829,KWIK TRIP #721,SR-19 & SR-73,Marshall,WI,420,3.49733333
67832,Sprint Mart #45,US-278/US-45,Tupelo,MS,742,3.189
67833,PETES #05,US-59 & US-400,Parsons,KS,307,3.299
67835,CIRCLE K #2723782,"I-40, EXIT 38 & US-421",Greensboro,NC,65,3.08233333
67837,PILOT TRAVEL CENTER #1054,US-183 & SR-21,Buda,TX,740,3.41566666
67839,EL TIGRE FOOD STORE #13,SR-336,Hidalgo                                 ,TX,639,3.21566666
67841,CIRCLE K #2723844,US-15/US-501/US-1,Sanford,NC,177,3.049
67842,CIRCLE K #4707627,"I-81, EXIT 48",Watertown,NY,220,4.099
67844,UNCLE WILLIES #1288,US-13,Felton,DE,243,3.219
67846,CEDAR RIVER PLAZA,SR-35,Stephenson,MI,360,3.419
67847,E Z PICKENS,"US-20, EXIT 275 & SR-13",Manchester,IA,335,3.579
67848,JEMISON EXXON,"I-65, EXIT 219 & CR-42",Jemison,AL,615,3.299
67849,KUM & GO #0379,US-412/ US-63 & SR-25,Black Rock,AR,435,3.199
67850,SMILEYS FUEL CITY,"I-64/I-81, EXIT 205 & SR-206",Raphine,VA,185,3.539
67854,CircleK #2709341,US-411,Chatsworth,GA,285,3.499
67855,FAS MART #5262,"I-64, EXIT 94 & SR-1958/SR-2888",Winchester,KY,410,2.90733333
67859,PILOT #1135,US-281,Falfurrias,TX,639,3.459
67860,SHELL,"I-55, EXIT 227 & SR-32",Oakland,MS,435,2.999
67861,CASEYS #4308,US-34,Chariton                                ,IA,320,3.539
67862,SUNOCO TRUCK STOP,"I-70, EXIT 123 & SR-3",Spiceland,IN,375,3.399
67865,PILOT TRAVEL CENTER #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,95,3.699
67865,PILOT TRAVEL CENTERS #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,95,3.699
67866,QUICK DRAW TRAVEL PLAZA,"I-20, EXIT 49 & SR-531",Minden                                  ,LA,590,3.01233333
67868,CHEVRON,SR-19,Huntsville                              ,TX,670,2.979
67871,BASIN MARKET #107,US-40,Vernal,UT,810,3.599
67872,SMOKIES,US-45,Okolona                                 ,MS,576,3.099
67874,RUTTERS #56,"I-83, EXIT 39A & SR-114",New Cumberland                          ,PA,70,3.899
67875,EXXON TIGER MART,"US-67/US-167, EXIT 28 & US-64",Beebe,AR,695,3.299
67876,KUM & GO #0880,"US-412, EXIT 36",Stillwater,OK,560,2.954
67877,CIRCLE K #4703701,I-24 EXIT 70,Smyrna,TN,460,3.03233333
67879,Strike,US-287/96/69 & SR-347,Beaumont,TX,610,3.499
67883,CASH MAGIC HOLLYWOOD,US-90,Berwick,LA,725,3.399
67884,ROADRUNNER FUELS,US-550/SR-544,Aztec,NM,614,3.77566666
67886,MAVERIK #5200,"I-70 BUSINESS, EXIT 25, CR-24",De Beque,CO,800,3.44233333
67887,AIRLINE CHEVRON,US-61,Kenner                                  ,LA,725,3.099
67890,KUM & GO #0449,US-60/US-71,Neosho,MO,535,3.05566666
67892,TURRELL FUEL STOP,"I-55, EXIT 21",Turrell                                 ,AR,435,3.46566666
67894,CIRCLE K #2705098,US-27 & SR-44,Leesburg,FL,140,3.57233333
67897,KENT KWIK #273,SR-302 & SR-18,Kermit,TX,710,3.039
67900,SPRINT FOODS #725,"I-520, EXIT 16/SR-28",Beech Island                            ,SC,135,3.349
67906,ON THE GO,SR-239,Prescott,KS,400,3.199
67908,CIRCLE K #2744062,"I-25, EXIT 74",Colorado City,CO,796,3.349
67910,G FUEL,US-40 & SR-140,Penns Grove,NJ,243,3.399
67917,STRIPES 7FLEET #42510,"I-10, EXIT 256/US-285",Fort Stockton,TX,710,3.379
67918,DELAWARE TRUCK STOP,"I-80, EXIT 4C/US-46",Delaware,NJ,90,3.079
67922,EXXON,"I-20, EXIT 44 & US-371 & US-80/US-79",Minden,LA,745,3.399
67923,MONROE CENTER BP OASIS,"I-39, EXIT 111/US-51 & SR-72",Monroe Center                           ,IL,520,3.599
67924,KUM & GO #0026,"I-90, EXIT 26",Adrian,MN,440,3.19066666
67925,CHEVRON,US-61,Baton Rouge                             ,LA,600,3.899
67927,STONES TRUCK STOP,"I-29, EXIT 77/US-212",Watertown,SD,566,3.38233333
67929,Circle K,SR-574,Plant City,FL,225,3.32566666
67930,CIRCLE K #2721426,US-98/SR-30A & SR-368,Panama City,FL,145,3.29066666
67931,Forks 1&23,US-1/US-23/SR-4 & SR-19,Alma                                    ,GA,195,3.599
67932,SPRINT MART #4144,US-82/US-45/SR-12 & SR-182,Columbus                                ,MS,576,3.01566666
67933,SUNOCO,SR-50 & SR-471,Webster,FL,140,3.33566666
67934,WHISPERING PINES,SR-10,Greensburg                              ,LA,600,3.099
67935,CIRCLE K #2707610,"I-10, EXIT 26",Milton,FL,155,3.23233333
67938,TEXACO,"I-84, EXIT 376",Tremonton,UT,835,3.45566666
67939,DELTA FUEL,"I-80, EXIT 242 & SR-339",Mifflinville,PA,138,3.36566666
67940,MARTIN GENERAL STORE,US-22,Ebensburg                               ,PA,14,3.524
67941,FIESTA MART #21,"I-40, EXIT 278",Warner,OK,560,3.639
67943,LOVES TRAVEL STOP #459,"I-65, EXIT 133 & SR-267",Whitestown,IN,375,3.62233333
67949,7-ELEVEN #36835,"I-85, EXIT 32",Pelzer,SC,30,3.18233333
67952,CIRCLE K #2707682,"I-75, EXIT 164 & US-17/SR-35",Punta Gorda,FL,225,3.399
67957,CITGO,US-27,Hialeah,FL,64,3.47233333
67965,DIAMOND #7,"I-65, EXIT 69",Brewton,AL,715,3.399
67968,WHITESBURG BP,US-27/SR-16,Whitesburg                              ,GA,18,3.699
67974,TALL TIMBERS TRUCKSTOP,"I-10, EXIT 23 & SR-108",Sulphur                                 ,LA,690,3.83233333
67976,KWIK TRIP #587,US-141 & SR-22,Lena,WI,582,3.28233333
67977,KUM & GO #4127,"I-29, EXIT 127",Sloan,IA,527,3.109
67994,Pure,US-82/SR-520/SR-135,Willacoochee,GA,10,3.46566666
67997,CIRCLE K #2745137,"I-75/SR-401, EXIT 149 & SR-49",Byron,GA,85,3.199
68002,CO RETAIL VENTURE DB,US-34 & SR-59,Yuma,CO,800,3.449
68005,WESSON,"I-84, EXIT 22, SR-8, EXIT 22",Waterbury,CT,100,4.179
68007,Highland oil,US-412,Hardy,AR,435,3.269
68008,FAST LANE #3,US-64 & US-49,Mc Crory,AR,435,3.399
68009,CIRCLE K #2741779,"US-270, EXIT 2",Hot Springs National Park,AR,695,3.369
68012,ROYAL FARMS #120,US-13/CR-16,Greenwood                               ,DE,194,3.259
68016,Chevron #386730,"I-10, EXIT 139",Phoenix                                 ,AZ,930,3.299
68017,TEXACO,SR-89,Prescott,AZ,930,3.739
68019,PAC PRIDE CARDLOCK,CR-25/CR-826,Miami,FL,95,3.479
68020,EXXON,"I-10, EXIT 335/SR-121",Macclenny,FL,75,3.499
68026,MINIT MART #600627,"I-57, EXIT 312",Kankakee,IL,399,3.449
68029,MAPCO #3502,SR-151,Ringgold,GA,285,3.09233333
68030,FIVE STAR EXPRESS,"I-520/SR-415, EXIT 16 & SR-28",Augusta,GA,135,3.499
68031,ORCHARD STOP BP,US-30,Montgomery                              ,IL,290,3.649
68031,ORCHARD STOP BP,US-30,Montgomery                              ,IL,290,3.549
68033,CIRCLE K #2703175,"I-520/SR-415, EXIT 9 & SR-56",Augusta,GA,135,3.28233333
68036,MOBIL,"I-95, EXIT 60",Salisbury,MA,178,3.599
68040,MISHAWAKA ROAD FLEET SITE,SR-19 & CR-20,Elkhart                                 ,IN,465,3.689
68043,CARROLL MOTOR FUELS,US-40,Middle River,MD,22,3.139
68048,CASEYS #3961,SR-3 & SR-143,Marcus,IA,527,3.299
68052,CUBBYS #302,SR-39 & SR-175,Odebolt,IA,319,3.31566666
68053,KJ TRAVEL CENTER,"US-20, EXIT 310",Idaho Falls,ID,825,3.40733333
68055,Gallops,US-20,Michigan City,IN,370,3.399
68062,FARMERS UNION OIL,US-83,Wilton                                  ,ND,390,3.899
68065,Caseys #4450,US-160,Ulysses                                 ,KS,525,3.399
68067,PUMP & PANTRY #2,US-30 & US-281,Grand Island,NE,330,3.30733333
68068,ELGIN ONE STOP,SR-14 & SR-70,Elgin,NE,470,3.13733333
68070,PAULS TRUCK STOP,US-171,Leesville                               ,LA,690,3.449
68072,FAMILY FARE #834 (DISCOUNT AVAILABLE),"US-131, EXIT 175",Byron Center,MI,371,3.739
68073,BIG BATS 2,US-20,Chadron,NE,506,3.699
68076,JENNINGS TRUCKSTOP,"I-10, EXIT 65",Jennings,LA,690,2.999
68079,NORTH FORK TRUCK STOP,US-12/CR-103,White Pigeon,MI,465,3.559
68079,NORTH FORK TRUCK STOP,US-12/CR-103,White Pigeon,MI,465,3.599
68080,SAMMYS TRUCK AUTO PLAZA,"I-49, EXIT 53",Bunkie                                  ,LA,730,3.399
68081,SHELL,SR-308 & SR-654,Mathews                                 ,LA,725,3.459
68091,ALLTOWN MARKETS,"SR-101, EXIT 2",Auburn,NH,178,3.799
68093,MARATHON,US-223/CR-52,Adrian,MI,385,3.599
68095,ALEXS MARKET AND GRILL,"I-75, EXIT 101",Holly                                   ,MI,342,4.699
68100,REFINED MARKETERS,"I-96, EXIT 31A/US-131, EXIT 88",Grand Rapids                            ,MI,344,3.739
68102,SUNOCO,ST 17,Carlstadt                               ,NJ,115,3.16233333
68107,SPEEDWAY #4500,"I-35, EXIT 171/CR-11",Pine City,MN,451,3.549
68110,CIRCLE K #4705573,SR-82,Grafton,OH,414,3.749
68112,QUICK FUEL #3138,"I-35, EXIT 98/CR-26",Saint Paul,MN,448,3.61733333
68113,CIRCLE K #4705571,ST 2,Holland,OH,550,3.549
68114,BP,US-130,Burlington                              ,NJ,230,3.14566666
68116,Circle K #2746335,"I-35, EXIT 22",Minneapolis,MN,448,3.799
68122,CENEX,SR-11/SR-310,Roseau                                  ,MN,449,3.499
68124,CIRCLE K #4705587,SR-585 & SR-57,Rittman,OH,249,3.659
68129,CULVERS HAWKINS,"US-59/I-29, EXIT 43",Saint Joseph,MO,400,3.199
68133,CASEYS #4256,US-71/SR-175,Joplin                                  ,MO,416,3.069
68140,CROSSROADS RATON TRUCK STOP,"I-25/US-85, EXIT 451 & US-87",Raton,NM,803,3.499
68147,Regal Truck Stop,SR 30,New Albany,MS,435,3.249
68148,CIRCLE K #2723389,US-49,Gulfport,MS,715,2.944
68151,KUM & GO #0498,SR-125,Rogersville,MO,535,3.05233333
68154,LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,290,3.379
68154,LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,290,3.449
68154,LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,290,3.489
68154,LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,290,3.429
68154,LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,290,3.549
68155,SHEETZ #181,"I-80, EXIT 158 & SR-220",Bellefonte,PA,14,3.729
68156,A PLUS MINI MARKET,"I-95, EXIT 26",Philadelphia                            ,PA,160,3.999
68157,RAJS MINI MART,US-1/SR-29,Morrisville,PA,230,3.899
68158,SUNOCO,"I-78, EXIT 29A/SR-61",Shoemakersville,PA,90,3.639
68161,KWIK FILL #390,SR-15 & TABER RD,Blossburg,PA,138,3.684
68165,GOLDEN GATE Fallon,US-50,Fallon,NV,966,3.549
68167,CIRCLE K #4707628,SR-90 & SR-5,Montezuma,NY,220,3.999
68169,GOLDEN GATE GOLDEN VALLEY,"US-395, EXIT 73",Reno,NV,966,3.949
68174,MIRABITO #42,"I-81, EXIT 7",Castle Creek,NY,12,3.999
68177,ONVO TRAVEL PLAZA - MIFFLINVILLE,"I-80, EXIT 242/CR-339",Mifflinville,PA,138,3.36566666
68178,CIRCLE K #2723748,"I-20, EXIT 48",Pearl,MS,760,3.389
68179,WEST PAK A POK,SR-8,Houston                                 ,MS,655,3.399
68180,One9 #1374,"I-81, EXIT 143, SR-924",Hazleton,PA,200,3.86233333
68185,CITGO,US-22/SR-72,Jonestown                               ,PA,70,3.749
68188,ONVO TRAVEL PLAZA - GIBSON,"I-81, EXIT 219 & SR-848",New Milford,PA,200,3.589
68189,EAGLE EXXON,US-27/SR-29,Dayton,TN,285,3.399
68191,MARTIN GENERAL STORE # 207,SR-865/I-99 EXIT 41,Altoona                                 ,PA,14,3.539
68196,CATDADDY MARKET,SR-33,Tazewell,TN,405,3.299
68211,CEFCO #2005,"I-40, EXIT 73",Amarillo,TX,585,2.869
68212,CIRCLE K #2723415,"I-26, EXIT 16",Spartanburg,SC,210,3.099
68213,CADOO MILLS,"I-30/US-67, EXIT 87 & FM-1903",Caddo Mills,TX,253,2.80066666
68215,COWBOY TRAVEL PLAZA,"I-10, EXIT 833",Hamshire,TX,610,2.899
68217,CIRCLE K #2723881,US-701 & US-501,Conway,SC,46,3.184
68225,OASIS TRUCK STOP,US-60 & US-83,Canadian,TX,585,3.299
68227,QUARLES #4914,"I-64 EXIT 297, US-13",Chesapeake,VA,130,3.52566666
68234,CIRCLE K #2723705,"I-81, EXIT 80 & SR-121",Wytheville,VA,65,3.26566666
68235,JOLLEY #113,"I-91, EXIT 28",Derby,VT,39,3.539
68236,TEX BEST #506,"I-35, EXIT 84",Dilley                                  ,TX,747,3.099
68243,PILOT EXPRESS #1173,"I-5, EXIT 135",Tacoma,WA,977,4.599
68245,STRIPES #40705,US-77/SR-374,Combes,TX,665,2.91233333
68253,KENT KWIK #262,"CR-18/I-20, EXIT 80",Monahans,TX,710,2.859
68256,EXTRA MILE TRUCK STOP,I-30 EXIT 208,Hooks,TX,723,2.81733333
68257,LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,290,3.589
68257,LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,290,3.389
68257,LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,290,3.489
68257,LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,290,3.349
68257,LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,290,3.449
68258,CIRCLE K #2741536,SR-83/CR-1015,Weslaco,TX,639,3.03566666
68260,ALVARADO MARKET STATION,"I-35W, EXIT 26A & US-67",Alvarado,TX,637,2.844
68261,STRIPES #2294,US-83 & FM-1120,Leakey,TX,740,2.949
68266,FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.189
68266,FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.269
68266,FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.049
68268,SPEED SMART,"I-10, EXIT 114",Buckeye,AZ,930,3.37233333
68270,MPC #2,US-67 & CR-A,Fredericktown,MO,574,2.99066666
68271,PHOENIX #308,ST 210,Rocky Point                             ,NC,245,3.619
68273,CHISUM TRAVEL CENTER,US-70/US-54,Tularosa,NM,640,2.999
68274,CEFCO #6,SR-6 & SR-7,Marlin,TX,765,2.999
68276,KWIK STAR #895,US-18/US-63 EXIT 204,New Hampton,IA,565,3.449
68277,WHITE OAK STATION #15,US-65,Harrison,AR,735,3.599
68279,MACS MARKET #101,ST 22A,Fair Haven                              ,VT,12,3.599
68282,SUNSTOP #612,US-84,Andalusia,AL,720,3.48566666
68283,FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,720,4.7303579
68283,FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,720,4.74116815
68283,FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,720,4.7314019
68283,FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,720,4.73383969
68283,FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,720,4.74186729
68283,FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,720,4.73244636
68290,WALTON TRUCK STOP,US-78/SR-10 & SR-83,Monroe                                  ,GA,16,3.999
68292,GAS N GO,US-280/US-19,Americus,GA,10,3.299
68294,BP,"I-74, EXIT 51",Galesburg,IL,270,3.499
68298,MR FUEL #719,"I-80, EXIT 6",Gary,IN,365,3.56566666
68301,LOVES TRAVEL STOP #463,I-10 EXIT 604,Seguin,TX,740,3.179
68302,FLYING J #493,I-95 EXIT 77,Saint George,SC,42,3.519
68303,KWIK TRIP #351,SR-13 & SR-64,Medford,WI,295,3.40066666
68306,BIG D #018,SR-387 & SR-59,Gillette,WY,790,3.459
68307,EXPRESSWAY LUVERNE,"I-90, EXIT 12",Luverne,MN,432,3.239
68308,PINECONE TRAVEL PLAZA,"I-94, EXIT 267",Johnson Creek,WI,420,3.219
68311,SUN DO KWIK SHOP,SR-242,Evergreen                               ,NC,63,3.159
68314,Refuel #313,US-183 & SR-29,Liberty Hill                            ,TX,595,2.909
68315,SHELL,"I-40, EXIT 200 & SR-99",Seminole,OK,483,2.859
68316,CIRCLE K #2723622,"I-75, EXIT 345",Ringgold,GA,285,3.07566666
68318,NINOS TRUCK PLAZA,"I-10, EXIT 151",Port Allen,LA,600,3.039
68319,HOLIDAY STATIONSTORE #2746484,US-61 & US-10,Hastings,MN,448,3.569
68321,Big's #304,"I-35, EXIT 141",Moore,TX,740,2.999
68323,TRAINER MART,"I-10, EXIT 593",Marion,TX,740,2.999
68328,TONKAWA TRAVEL CENTER,"I-35, EXIT 214 & US-60",Tonkawa,OK,500,3.099
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.709
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.569
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.739
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.759
68332,CIRCLE K #2701526,"I-40, EXIT 208",Colfax,NC,65,2.95733333
68333,GO MART FOOD STORE #106,US-250/US-219/SR-92/SR-55,Elkins                                  ,WV,44,3.499
68335,PILOT #481,"I-75, EXIT 20",Mc Donald,TN,285,3.599
68337,SPEEDWAY #1426,US-30 & SR-51,Merrillville,IN,290,3.88566666
68339,LOVES TRAVEL STOP #464,"I-10, EXIT 523 & US-87",Comfort,TX,740,3.21233333
68343,HUTCH'S #119,I-40 EXIT 40,Elk City,OK,483,2.969
68347,ENERGY EXPRESS TRAVEL CENTER,I-70 EXIT 247,Saint Louis,MO,540,2.909
68348,HOT SPOT #6007,"I-85, EXIT 80",Spartanburg                             ,SC,210,3.089
68349,SAPP BROS TRAVEL CENTER,"US-75, EXIT 116",Le Mars,IA,527,3.269
68350,JOAQUIN QUICK STOP,US-84,Joaquin,TX,618,3.43233333
68354,LEERJAK TRAVEL CENTER,US-60,Ellsinore,MO,275,3.409
68359,LOVES TRAVEL STOP #466,"I-78, EXIT 65",Jasper,AL,615,3.55566666
68360,A PLUS MINI MARKET,"I-95, EXIT 19",Philadelphia                            ,PA,160,4.049
68361,DUCK THRU FOOD STORE #34,US-158 & US-17,Elizabeth City                          ,NC,130,3.499
68362,RUTTERS #5,US-30 & SR-997,Fayetteville,PA,70,3.859
68364,Maplefields,"I-89, EXIT 19",Saint Albans                            ,VT,39,3.539
68365,7-ELEVEN #36834,SR-72,Abbeville,SC,30,3.619
68366,MARATHON,US-68/SR-80,Russellville,KY,460,3.199
68367,LOVES TRAVEL STOP #447,"I-10 E, EXIT 0",Anthony,TX,640,3.449
68368,AKAL TRAVEL CENTER,I-80 EX 360,Waco,NE,413,2.799
68369,WORKMANS TRAVEL CENTER,"I-40 EXIT, 35 & SR-23",Ozark,AR,735,3.29733333
68370,GULF EXPRESS DIESEL AND GAS,"I-295, EXIT 4 & SR-14",Johnston                                ,RI,175,3.799
68372,SPEEDWAY #8062,SR-26/CR-00,Kokomo,IN,375,3.799
68375,PILOT #491,"I-81, EXIT 251 & US-11",Harrisonburg,VA,185,3.659
68377,PILOT #4568,I-20 EXIT 11,Graniteville,SC,135,3.39233333
68378,PILOT TRAVEL CENTERS #596,I-69 EXIT 196,Smiths Creek,MI,342,3.959
68381,Fast Stop Travel Centers #2241,US-26 S & SR-39,Blackfoot,ID,825,3.999
68382,QUIKTRIP #766,US-29 & SR-316,Dacula,GA,18,3.32066666
68383,AYERCO 32,US-61 & SR-P,Canton,MO,494,3.01566666
68386,KWIK TRIP #884,US-45 & SR-22,Clintonville,WI,582,3.559
68389,WEBERS OF PLYMOUTH,SR-57 N/CR-PP E,Plymouth,WI,582,3.499
68394,CHEVRON,"I-84, EXIT 343/CR-104",Ogden,UT,835,3.44233333
68396,TOOT N TOTUM #44,SR-287 E/CR-335 N,Amarillo,TX,585,3.04233333
